student,exam
208,19
208,27
208,42
209,1
209,7
209,20
209,29
209,45
209,47
210,18
210,22
210,42
211,40
211,44
211,45
211,46
212,1
212,5
212,7
212,25
212,26
212,30
213,17
213,24
213,46
214,12
214,14
214,24
214,33
214,35
214,42
215,6
215,7
215,8
215,30
215,36
216,17
216,19
216,27
216,39
216,47
216,49
217,10
217,15
217,30
217,42
217,47
218,5
218,17
218,26
218,27
218,34
218,35
219,8
219,20
219,27
219,28
219,34
219,40
220,1
220,12
220,21
220,26
221,10
221,20
221,23
221,44
222,21
222,35
222,38
222,45
222,48
223,16
223,20
223,26
223,31
224,2
224,19
224,49
225,19
225,20
225,26
226,31
226,36
226,37
226,45
226,49
227,22
227,25
227,49
228,36
228,41
228,48
229,1
229,4
229,7
229,13
229,21
229,43
230,0
230,29
230,31
230,45
231,5
231,17
231,37
232,14
232,27
232,49
233,15
233,20
233,44
233,46
234,4
234,6
234,29
235,14
235,26
235,49
236,11
236,19
236,27
236,38
237,8
237,14
237,22
237,29
237,33
237,48
238,7
238,11
238,13
239,17
239,22
239,33
239,37
240,20
240,33
240,37
241,12
241,14
241,38
242,0
242,1
242,2
242,9
242,28
242,43
243,1
243,16
243,29
243,30
243,49
244,9
244,10
244,29
244,33
244,38
245,17
245,27
245,29
245,34
246,18
246,21
246,23
246,27
246,42
247,0
247,7
247,21
247,34
248,1
248,15
248,21
248,29
248,38
249,3
249,30
249,36
249,39
249,47
249,48
250,4
250,21
250,29
250,42
251,20
251,23
251,30
251,45
251,47
252,0
252,3
252,14
252,15
252,22
252,37
253,3
253,22
253,37
253,42
253,45
254,9
254,27
254,38
255,14
255,29
255,39
256,3
256,5
256,26
256,29
256,39
256,44
257,2
257,27
257,45
258,8
258,10
258,20
259,5
259,13
259,23
259,37
260,1
260,7
260,25
260,29
260,47
261,13
261,23
261,38
261,40
262,3
262,20
262,34
262,35
262,40
263,20
263,32
263,36
264,14
264,33
264,39
264,43
265,9
265,13
265,20
265,47
265,49
266,1
266,8
266,27
266,44
266,45
267,1
267,8
267,15
267,16
268,1
268,8
268,10
268,19
268,27
268,45
269,11
269,22
269,25
269,29
269,47
270,30
270,37
270,39
271,1
271,17
271,27
271,41
271,48
272,7
272,13
272,44
273,1
273,10
273,27
273,29
274,3
274,38
274,39
274,41
274,42
275,30
275,42
275,48
276,8
276,34
276,46
277,0
277,14
277,35
277,47
278,11
278,24
278,28
278,43
278,47
279,15
279,19
279,24
279,37
279,41
280,5
280,11
280,18
280,46
281,22
281,26
281,27
281,34
281,40
282,23
282,25
282,28
282,40
283,9
283,21
283,22
283,29
283,48
284,8
284,23
284,37
284,43
284,46
284,48
285,3
285,36
285,38
285,44
285,49
286,6
286,7
286,47
287,5
287,36
287,40
288,0
288,7
288,11
288,15
288,28
288,40
289,0
289,2
289,17
289,19
289,20
290,24
290,36
290,42
291,20
291,37
291,40
292,3
292,4
292,11
292,25
292,34
293,0
293,14
293,18
293,20
294,4
294,19
294,27
294,33
294,48
295,3
295,13
295,38
295,46
296,2
296,13
296,15
296,16
296,25
296,32
297,3
297,8
297,9
297,24
297,32
297,47
298,18
298,26
298,44
299,10
299,26
299,40
300,17
300,22
300,31
301,11
301,13
301,16
301,36
302,3
302,16
302,20
303,5
303,13
303,21
303,23
303,31
304,13
304,23
304,28
304,34
305,0
305,6
305,28
305,39
305,40
305,49
306,11
306,13
306,18
306,40
307,22
307,28
307,48
308,28
308,34
308,35
308,48
308,49
309,9
309,12
309,22
309,28
309,29
310,20
310,30
310,38
311,7
311,10
311,13
311,17
311,23
312,3
312,23
312,37
312,43
313,10
313,26
313,27
313,40
314,0
314,25
314,47
315,0
315,2
315,28
315,31
315,36
316,4
316,21
316,30
316,45
316,46
316,48
317,14
317,15
317,32
317,42
318,13
318,37
318,41
318,47
319,2
319,8
319,20
319,31
320,15
320,17
320,24
320,40
321,6
321,17
321,20
321,21
321,22
321,26
322,36
322,39
322,47
323,2
323,6
323,17
323,31
324,1
324,3
324,8
324,13
324,32
325,1
325,19
325,28
325,31
325,32
325,47
326,5
326,15
326,30
326,44
327,6
327,12
327,23
327,42
327,47
328,6
328,8
328,35
328,40
329,29
329,33
329,43
330,7
330,25
330,39
330,44
330,45
330,49
331,1
331,34
331,46
332,1
332,4
332,7
332,12
332,25
332,44
333,25
333,29
333,39
333,43
334,35
334,40
334,41
334,45
335,11
335,13
335,19
335,22
335,24
335,32
336,6
336,28
336,34
336,42
336,43
337,7
337,9
337,17
337,32
337,41
338,8
338,36
338,37
338,38
339,9
339,13
339,25
339,48
340,20
340,44
340,49
341,10
341,32
341,36
341,46
342,18
342,21
342,37
342,40
342,41
342,48
343,1
343,13
343,17
343,41
343,44
344,1
344,14
344,21
344,28
344,32
345,7
345,13
345,37
346,16
346,24
346,29
346,33
346,43
347,3
347,9
347,19
347,24
347,29
348,3
348,7
348,13
348,14
348,24
348,31
349,14
349,21
349,33
349,36
349,43
350,25
350,46
350,49
351,10
351,19
351,22
352,9
352,13
352,14
352,17
352,42
353,15
353,19
353,36
353,38
354,4
354,23
354,30
354,44
354,45
355,10
355,20
355,49
356,14
356,16
356,43
357,11
357,13
357,22
357,38
357,44
357,48
358,5
358,7
358,21
358,26
358,47
359,2
359,7
359,28
359,41
359,45
360,10
360,13
360,38
360,43
360,44
360,49
361,5
361,7
361,25
362,3
362,11
362,15
362,17
362,37
362,40
363,1
363,20
363,23
363,33
364,1
364,17
364,31
364,34
364,44
365,21
365,33
365,45
366,0
366,4
366,15
366,19
366,23
366,48
367,0
367,33
367,43
368,8
368,10
368,18
368,37
369,7
369,8
369,9
369,23
369,41
370,0
370,1
370,7
370,10
370,24
370,34
371,13
371,15
371,23
372,21
372,25
372,26
372,31
372,32
373,0
373,2
373,12
373,29
373,37
374,10
374,24
374,32
375,20
375,38
375,39
375,41
375,49
376,12
376,23
376,24
376,29
376,32
377,0
377,8
377,26
377,33
377,43
377,44
378,4
378,5
378,17
378,21
378,29
379,9
379,13
379,21
379,24
379,28
379,47
380,15
380,38
380,41
380,42
380,45
381,4
381,20
381,22
381,35
382,9
382,34
382,36
382,38
383,6
383,26
383,33
383,38
383,40
383,45
384,4
384,6
384,11
384,16
384,31
384,33
385,34
385,35
385,42
385,49
386,4
386,10
386,25
386,34
386,37
387,2
387,6
387,15
387,22
387,23
387,36
388,19
388,30
388,48
389,25
389,26
389,33
389,42
389,47
390,0
390,4
390,13
390,27
390,44
391,7
391,36
391,39
391,40
392,4
392,6
392,21
392,27
392,30
392,35
393,0
393,17
393,26
393,33
393,35
394,10
394,14
394,17
394,21
394,24
394,33
395,6
395,9
395,20
395,26
395,47
395,48
396,8
396,19
396,21
396,28
396,33
396,38
397,8
397,28
397,34
397,45
398,6
398,16
398,21
398,35
398,39
398,48
399,3
399,5
399,21
399,47
400,6
400,46
400,48
401,20
401,29
401,34
401,37
401,41
402,3
402,9
402,18
402,28
402,42
403,34
403,43
403,47
404,16
404,21
404,36
404,44
405,1
405,10
405,30
405,31
405,47
406,15
406,22
406,33
406,43
407,14
407,17
407,40
407,49
408,11
408,19
408,24
408,36
409,38
409,43
409,47
410,1
410,6
410,38
411,0
411,4
411,10
411,19
412,2
412,4
412,5
412,15
412,29
412,34
413,14
413,33
413,34
414,1
414,20
414,24
414,28
414,35
414,42
415,14
415,17
415,30
415,32
415,35
415,43
416,0
416,3
416,4
416,29
417,3
417,9
417,23
417,29
417,32
417,47
418,5
418,11
418,12
418,27
418,28
418,47
419,7
419,9
419,11
419,14
419,22
419,28
420,18
420,35
420,42
420,49
421,17
421,30
421,32
421,45
422,0
422,24
422,30
423,11
423,13
423,20
424,3
424,20
424,23
424,25
424,32
424,36
425,23
425,32
425,36
425,46
426,14
426,20
426,29
426,41
427,14
427,25
427,32
427,34
427,36
427,37
428,9
428,20
428,24
429,2
429,5
429,12
429,25
430,2
430,14
430,36
431,8
431,27
431,30
431,33
431,47
431,48
432,9
432,24
432,36
432,44
433,16
433,20
433,29
433,44
433,48
433,49
434,12
434,13
434,14
434,21
434,27
435,10
435,21
435,22
435,31
435,38
435,46
436,8
436,9
436,15
436,24
436,46
436,49
437,2
437,16
437,26
437,27
437,28
437,29
438,9
438,10
438,45
438,47
439,4
439,5
439,25
439,41
439,47
439,48
440,3
440,11
440,17
440,20
440,22
440,41
441,2
441,26
441,32
441,35
441,38
442,5
442,20
442,27
442,34
443,17
443,20
443,29
443,36
443,43
444,1
444,6
444,11
444,26
444,31
444,46
445,13
445,15
445,18
445,23
446,4
446,6
446,14
446,30
446,31
447,2
447,10
447,29
447,34
447,43
447,44
448,0
448,6
448,37
449,16
449,20
449,25
449,46
449,47
450,10
450,28
450,32
450,40
451,8
451,13
451,32
451,45
451,48
452,9
452,16
452,21
452,23
452,31
453,3
453,4
453,14
453,20
453,35
454,29
454,39
454,43
455,4
455,12
455,22
455,42
456,0
456,33
456,40
456,44
457,19
457,20
457,34
457,41
458,5
458,14
458,27
458,28
458,32
458,33
459,17
459,27
459,32
459,44
460,1
460,10
460,11
460,16
461,7
461,39
461,42
462,2
462,3
462,23
462,31
462,37
462,49
463,11
463,25
463,26
463,33
463,34
463,39
464,9
464,11
464,20
464,21
464,48
465,2
465,6
465,17
465,19
465,35
465,48
466,1
466,6
466,10
466,11
466,35
466,36
467,27
467,35
467,46
468,6
468,28
468,29
468,35
469,21
469,24
469,30
469,34
469,38
469,47
470,0
470,1
470,13
470,37
470,48
470,49
471,15
471,18
471,32
472,2
472,6
472,9
472,12
472,14
472,28
473,8
473,12
473,22
473,25
473,30
473,40
474,2
474,15
474,21
475,7
475,11
475,15
475,18
475,22
476,8
476,17
476,28
476,29
476,31
477,12
477,18
477,21
477,27
477,39
477,40
478,19
478,22
478,24
478,31
478,45
478,49
479,3
479,18
479,42
479,48
480,1
480,4
480,17
480,25
480,31
480,39
481,5
481,28
481,47
481,48
482,4
482,8
482,25
482,32
482,46
483,12
483,27
483,28
483,37
483,47
483,49
484,0
484,7
484,27
484,39
484,41
484,47
485,7
485,26
485,42
486,6
486,12
486,14
486,20
486,39
486,47
487,5
487,11
487,26
487,32
487,41
488,7
488,8
488,13
488,41
488,42
488,46
489,5
489,14
489,29
489,42
490,4
490,10
490,12
490,16
490,27
490,45
491,3
491,25
491,29
491,36
492,28
492,46
492,47
493,2
493,19
493,33
493,44
493,45
493,49
494,5
494,18
494,42
495,32
495,42
495,43
496,10
496,16
496,17
496,22
496,41
496,43
497,0
497,13
497,28
497,48
498,15
498,23
498,24
498,28
498,29
498,42
499,4
499,23
499,43
499,49
500,3
500,18
500,28
501,3
501,18
501,29
501,34
501,46
502,7
502,13
502,14
502,15
502,24
502,48
503,0
503,12
503,28
503,39
503,40
504,2
504,12
504,24
504,44
505,4
505,21
505,26
505,27
505,32
505,38
506,26
506,33
506,36
506,38
506,44
507,7
507,8
507,11
507,17
507,46
508,1
508,16
508,21
508,22
508,26
508,28
509,0
509,6
509,31
509,41
509,46
510,2
510,3
510,10
510,16
510,25
510,29
511,7
511,8
511,18
511,23
511,32
512,32
512,42
512,43
513,1
513,3
513,9
513,31
513,40
513,49
514,1
514,34
514,45
515,29
515,37
515,48
516,0
516,4
516,27
516,45
516,49
517,3
517,12
517,22
517,29
518,3
518,30
518,41
519,7
519,35
519,39
520,7
520,27
520,45
521,0
521,20
521,37
521,44
522,6
522,21
522,27
522,45
523,9
523,29
523,48
524,15
524,16
524,25
524,48
525,9
525,36
525,39
525,43
526,1
526,22
526,23
526,46
527,14
527,18
527,31
527,43
527,44
527,46
528,13
528,30
528,45
529,13
529,24
529,42
529,48
530,4
530,13
530,17
530,18
530,29
530,38
531,1
531,23
531,30
531,31
531,42
532,6
532,13
532,22
532,42
532,43
533,9
533,13
533,22
533,47
534,16
534,23
534,41
535,18
535,26
535,30
535,46
536,3
536,8
536,31
536,47
536,48
537,9
537,25
537,49
538,0
538,8
538,9
539,15
539,20
539,23
539,41
539,45
540,8
540,15
540,22
540,23
540,42
540,45
541,3
541,5
541,7
541,15
541,44
541,49
542,6
542,7
542,36
542,41
543,15
543,38
543,40
544,24
544,26
544,37
544,39
545,5
545,13
545,30
546,2
546,36
546,41
546,43
546,48
547,15
547,35
547,46
548,11
548,30
548,33
549,0
549,13
549,25
549,35
549,46
550,5
550,8
550,37
550,43
550,46
550,49
551,1
551,8
551,14
551,33
551,37
552,30
552,39
552,44
553,14
553,28
553,31
553,38
553,47
554,4
554,28
554,45
555,0
555,8
555,23
555,25
555,27
555,46
556,6
556,7
556,16
556,20
556,35
556,44
557,10
557,16
557,44
558,2
558,3
558,13
558,17
558,32
558,40
559,21
559,28
559,30
559,33
559,38
560,5
560,18
560,23
560,24
560,35
560,49
561,10
561,19
561,33
561,35
562,23
562,32
562,36
562,38
562,46
562,47
563,19
563,31
563,44
563,48
564,8
564,18
564,30
564,32
564,35
565,0
565,5
565,22
565,25
565,27
565,41
566,10
566,15
566,29
566,30
566,31
566,38
567,8
567,27
567,35
567,39
567,42
567,44
568,9
568,21
568,33
568,36
568,49
569,2
569,10
569,20
569,41
569,49
570,0
570,2
570,40
570,44
571,42
571,45
571,49
572,4
572,11
572,12
572,18
572,19
573,6
573,10
573,13
573,35
573,37
573,44
574,0
574,11
574,19
574,21
575,11
575,13
575,19
575,27
575,43
575,48
576,13
576,14
576,15
576,17
576,36
576,49
577,22
577,27
577,35
577,39
577,40
578,6
578,17
578,41
579,4
579,14
579,19
579,25
579,45
579,48
580,5
580,24
580,34
580,42
580,49
581,16
581,46
581,48
581,49
582,5
582,12
582,13
582,16
582,18
582,46
583,6
583,19
583,43
583,49
584,3
584,18
584,26
584,44
584,46
585,0
585,15
585,29
585,38
585,46
586,0
586,14
586,16
586,26
586,45
587,4
587,15
587,18
587,29
587,31
588,16
588,24
588,25
588,32
588,34
589,4
589,7
589,46
590,0
590,6
590,10
590,29
591,4
591,9
591,48
592,14
592,30
592,33
592,49
593,0
593,3
593,7
593,23
593,34
593,44
594,2
594,19
594,21
594,27
594,40
594,43
595,7
595,20
595,29
595,49
596,11
596,26
596,29
596,35
596,37
596,38
597,3
597,10
597,20
597,42
597,47
597,49
598,14
598,18
598,23
598,28
598,30
598,39
599,14
599,43
599,49
600,2
600,15
600,43
601,18
601,19
601,24
601,26
601,49
602,6
602,8
602,25
602,45
603,4
603,10
603,13
603,24
603,31
603,32
604,1
604,2
604,4
604,22
605,9
605,14
605,27
605,28
605,35
606,14
606,18
606,26
606,37
606,39
607,2
607,26
607,32
607,44
607,46
607,49
608,19
608,31
608,37
608,38
608,43
609,2
609,13
609,25
609,33
609,38
609,47
610,0
610,9
610,27
610,29
610,42
611,11
611,22
611,29
611,41
611,43
612,5
612,10
612,11
612,12
612,35
612,47
613,9
613,16
613,18
613,24
613,47
614,5
614,14
614,32
614,38
614,42
615,9
615,14
615,22
615,38
615,47
616,6
616,19
616,27
616,32
617,18
617,35
617,47
618,1
618,16
618,18
618,45
619,17
619,33
619,40
619,43
619,49
620,39
620,45
620,46
621,6
621,15
621,33
621,47
622,7
622,13
622,19
622,39
623,13
623,19
623,24
623,33
624,9
624,10
624,27
624,29
624,37
624,45
625,17
625,19
625,26
625,36
625,47
626,7
626,15
626,30
626,31
626,40
627,11
627,35
627,40
628,1
628,9
628,30
628,46
629,9
629,11
629,17
629,29
629,42
630,1
630,7
630,23
630,42
631,12
631,13
631,30
631,40
631,43
632,0
632,9
632,25
632,40
633,13
633,37
633,44
633,45
633,47
634,33
634,43
634,49
635,6
635,10
635,26
635,45
636,1
636,3
636,7
636,43
636,47
637,7
637,21
637,37
638,17
638,26
638,30
639,1
639,7
639,23
639,27
639,38
640,9
640,14
640,37
640,49
641,7
641,11
641,14
641,21
641,27
641,36
642,4
642,24
642,42
643,13
643,17
643,33
644,6
644,13
644,38
644,40
644,48
645,13
645,17
645,29
645,35
645,36
645,38
646,6
646,11
646,13
646,24
646,40
646,45
647,14
647,18
647,19
647,25
647,28
647,32
648,11
648,26
648,35
648,42
648,43
649,14
649,15
649,45
649,48
650,1
650,25
650,44
651,5
651,16
651,19
651,24
651,39
652,30
652,37
652,43
652,44
652,45
652,46
653,9
653,13
653,44
654,20
654,24
654,30
655,3
655,8
655,21
655,40
655,46
655,48
656,14
656,24
656,25
656,37
656,44
656,46
657,19
657,27
657,45
658,30
658,35
658,47
659,11
659,22
659,33
659,49
660,23
660,29
660,37
660,40
661,13
661,16
661,27
661,29
661,32
662,3
662,23
662,27
663,13
663,31
663,37
663,48
664,2
664,22
664,24
665,17
665,30
665,32
665,35
665,37
665,41
666,6
666,20
666,29
666,45
667,16
667,21
667,26
667,41
667,44
667,47
668,5
668,9
668,12
668,18
668,21
668,31
669,0
669,5
669,10
669,13
669,35
669,39
670,9
670,18
670,24
670,29
670,34
671,0
671,3
671,19
671,22
671,26
671,45
672,5
672,13
672,29
672,30
672,37
673,1
673,20
673,35
674,4
674,26
674,35
675,9
675,26
675,30
675,38
676,3
676,10
676,28
676,41
677,7
677,20
677,21
677,40
677,47
678,26
678,27
678,43
679,8
679,24
679,38
679,39
680,6
680,12
680,19
680,22
681,12
681,30
681,31
681,41
682,1
682,15
682,29
683,7
683,9
683,35
683,40
684,25
684,39
684,49
685,13
685,21
685,27
685,29
685,30
685,46
686,7
686,9
686,15
686,31
686,36
686,40
687,0
687,20
687,27
687,35
687,40
687,45
688,0
688,23
688,25
688,27
688,31
689,30
689,45
689,48
690,1
690,8
690,15
690,36
691,6
691,23
691,32
691,35
691,36
692,3
692,8
692,23
692,28
692,42
693,6
693,11
693,13
693,18
693,29
693,40
694,39
694,42
694,49
695,6
695,12
695,16
695,49
696,14
696,26
696,27
696,40
696,48
697,1
697,7
697,17
697,34
698,0
698,3
698,20
698,30
698,35
698,43
699,33
699,38
699,44
700,0
700,24
700,28
700,45
701,0
701,20
701,28
701,38
702,5
702,13
702,18
702,24
702,28
703,7
703,10
703,18
703,37
704,0
704,6
704,43
705,7
705,13
705,15
706,3
706,4
706,16
706,17
707,12
707,17
707,25
707,37
707,42
708,8
708,11
708,26
708,31
708,43
709,4
709,5
709,14
709,15
709,41
709,47
710,18
710,21
710,26
711,0
711,1
711,29
711,34
711,43
711,49
712,7
712,14
712,20
712,35
712,48
713,0
713,20
713,27
713,28
713,30
713,38
714,16
714,18
714,23
714,28
714,31
715,22
715,27
715,29
715,39
715,43
715,46
716,20
716,23
716,39
716,42
716,45
716,48
717,7
717,24
717,49
718,34
718,37
718,38
719,0
719,2
719,16
719,17
719,32
719,43
720,0
720,20
720,29
720,30
720,47
721,0
721,17
721,29
721,37
721,47
722,14
722,29
722,41
723,14
723,20
723,32
724,5
724,23
724,33
724,44
725,4
725,23
725,36
726,7
726,15
726,22
726,34
726,49
727,3
727,13
727,39
728,10
728,18
728,27
728,38
729,16
729,24
729,25
729,29
729,31
729,47
730,18
730,19
730,22
730,39
730,41
730,49
731,3
731,13
731,36
731,37
731,39
732,1
732,9
732,34
732,44
733,8
733,20
733,26
733,39
733,44
733,46
734,4
734,8
734,13
734,25
734,29
734,42
735,8
735,37
735,46
736,5
736,6
736,15
736,26
736,37
736,46
737,14
737,39
737,43
737,47
737,48
738,2
738,4
738,10
738,29
738,31
738,32
739,9
739,26
739,30
739,36
739,43
740,2
740,26
740,36
740,48
740,49
741,16
741,33
741,44
742,0
742,3
742,13
742,29
743,8
743,29
743,35
743,41
743,47
744,10
744,19
744,22
744,28
744,30
744,45
745,0
745,1
745,2
745,31
745,34
745,36
746,7
746,8
746,14
746,15
746,46
747,7
747,19
747,21
747,22
747,39
747,41
748,1
748,9
748,31
749,1
749,3
749,9
749,31
749,40
749,46
750,8
750,32
750,37
751,4
751,13
751,29
751,43
751,47
752,8
752,19
752,30
752,48
752,49
753,12
753,21
753,26
753,27
753,46
754,24
754,41
754,49
755,25
755,30
755,39
755,41
755,42
755,46
756,26
756,31
756,41
757,3
757,8
757,12
757,15
757,20
757,49
758,0
758,3
758,5
758,8
758,9
758,35
759,15
759,34
759,38
760,2
760,7
760,14
760,40
761,17
761,18
761,32
761,34
761,44
762,3
762,19
762,20
762,21
762,39
762,43
763,6
763,9
763,15
763,28
763,35
763,49
764,5
764,12
764,45
765,9
765,23
765,27
765,38
766,11
766,15
766,19
766,20
766,26
767,28
767,32
767,38
767,41
768,6
768,12
768,43
768,46
768,48
769,4
769,25
769,28
769,33
769,34
769,49
770,18
770,22
770,27
770,41
770,44
770,45
771,38
771,39
771,46
772,11
772,20
772,27
773,12
773,14
773,25
773,46
774,7
774,28
774,42
774,48
775,21
775,32
775,33
775,40
775,49
